unique_id,seasonal_str,trend_str
M650,No seasonality,With trend
M651,No seasonality,With trend
M652,With seasonality,With trend
M653,With seasonality,With trend
M654,With seasonality,With trend
M655,With seasonality,With trend
M656,No seasonality,With trend
M657,No seasonality,With trend
M658,No seasonality,With trend
M659,No seasonality,With trend
M66,With seasonality,No trend
M660,No seasonality,With trend
M661,With seasonality,With trend
M662,With seasonality,With trend
M663,No seasonality,With trend
M664,With seasonality,With trend
M665,With seasonality,With trend
M666,With seasonality,With trend
M667,With seasonality,With trend
M668,No seasonality,With trend
M669,With seasonality,With trend
M67,With seasonality,With trend
M670,With seasonality,With trend
M671,With seasonality,With trend
M672,With seasonality,With trend
M673,No seasonality,With trend
M674,With seasonality,With trend
M675,With seasonality,With trend
M676,No seasonality,With trend
M677,With seasonality,With trend
M678,With seasonality,With trend
M679,With seasonality,With trend
M68,With seasonality,With trend
M680,No seasonality,With trend
M681,With seasonality,With trend
M682,With seasonality,With trend
M683,With seasonality,With trend
M684,With seasonality,With trend
M685,With seasonality,With trend
M686,With seasonality,With trend
M687,With seasonality,With trend
M688,With seasonality,With trend
M689,With seasonality,No trend
M69,No seasonality,No trend
M690,With seasonality,With trend
M691,With seasonality,With trend
M692,No seasonality,No trend
M693,No seasonality,With trend
M694,With seasonality,With trend
M695,With seasonality,With trend
M696,With seasonality,No trend
M697,With seasonality,With trend
M698,With seasonality,No trend
M699,With seasonality,With trend
M7,No seasonality,No trend
M70,No seasonality,No trend
M700,With seasonality,With trend
M701,With seasonality,With trend
M702,With seasonality,With trend
M703,No seasonality,With trend
M704,No seasonality,No trend
M705,No seasonality,With trend
M706,With seasonality,No trend
M707,No seasonality,With trend
M708,With seasonality,With trend
M709,No seasonality,No trend
M71,With seasonality,No trend
M710,No seasonality,With trend
M711,No seasonality,With trend
M712,No seasonality,With trend
M713,With seasonality,With trend
M714,With seasonality,With trend
M715,With seasonality,With trend
M716,With seasonality,No trend
M717,No seasonality,With trend
M718,With seasonality,With trend
M719,With seasonality,With trend
M72,No seasonality,With trend
M720,No seasonality,With trend
M721,With seasonality,With trend
M722,With seasonality,With trend
M723,No seasonality,With trend
M724,No seasonality,No trend
M725,No seasonality,No trend
M726,No seasonality,No trend
M727,With seasonality,With trend
M728,No seasonality,With trend
M729,No seasonality,No trend
M73,No seasonality,No trend
M730,With seasonality,No trend
M731,No seasonality,No trend
M732,No seasonality,With trend
M733,With seasonality,No trend
M734,With seasonality,With trend
M735,No seasonality,With trend
M736,No seasonality,With trend
M737,No seasonality,No trend
M738,No seasonality,With trend
M739,No seasonality,With trend
M74,No seasonality,No trend
M740,With seasonality,With trend
M741,With seasonality,With trend
M742,With seasonality,With trend
M743,No seasonality,With trend
M744,No seasonality,With trend
M745,With seasonality,With trend
M746,With seasonality,No trend
M747,With seasonality,With trend
M748,With seasonality,With trend
M749,With seasonality,With trend
M75,With seasonality,With trend
M750,With seasonality,With trend
M751,With seasonality,With trend
M752,With seasonality,With trend
M753,No seasonality,With trend
M754,With seasonality,With trend
M755,With seasonality,With trend
M756,With seasonality,With trend
M757,With seasonality,With trend
M758,With seasonality,With trend
M759,With seasonality,With trend
M76,With seasonality,No trend
M760,With seasonality,With trend
M761,With seasonality,With trend
M762,With seasonality,With trend
M763,With seasonality,With trend
M764,With seasonality,With trend
M765,No seasonality,With trend
M766,With seasonality,With trend
M767,With seasonality,With trend
M768,With seasonality,With trend
M769,No seasonality,With trend
M77,With seasonality,With trend
M770,No seasonality,With trend
M771,With seasonality,With trend
M772,No seasonality,With trend
M773,With seasonality,With trend
M774,No seasonality,With trend
M775,No seasonality,No trend
M776,No seasonality,With trend
M777,No seasonality,With trend
M778,No seasonality,With trend
M779,No seasonality,With trend
M78,No seasonality,No trend
M780,No seasonality,With trend
M781,No seasonality,With trend
M782,With seasonality,With trend
M783,With seasonality,With trend
M784,No seasonality,With trend
M785,No seasonality,With trend
M786,With seasonality,With trend
M787,With seasonality,With trend
M788,No seasonality,With trend
M789,No seasonality,No trend
M79,No seasonality,No trend
M790,No seasonality,No trend
M791,No seasonality,With trend
M792,No seasonality,With trend
M793,No seasonality,With trend
M794,With seasonality,No trend
M795,With seasonality,With trend
M796,With seasonality,With trend
M797,With seasonality,With trend
M798,With seasonality,With trend
M799,With seasonality,With trend
M8,No seasonality,No trend
M80,With seasonality,With trend
M800,With seasonality,With trend
M801,With seasonality,With trend
M802,With seasonality,With trend
M803,With seasonality,With trend
M804,With seasonality,With trend
M805,With seasonality,With trend
M806,With seasonality,With trend
M807,With seasonality,With trend
M808,With seasonality,With trend
M809,With seasonality,With trend
M81,No seasonality,No trend
M810,With seasonality,With trend
M811,With seasonality,With trend
M812,With seasonality,With trend
M813,No seasonality,With trend
M814,With seasonality,With trend
M815,No seasonality,With trend
M816,No seasonality,With trend
M817,No seasonality,With trend
M818,With seasonality,With trend
M819,With seasonality,With trend
M82,With seasonality,With trend
M820,No seasonality,With trend
M821,No seasonality,With trend
M822,No seasonality,With trend
M823,No seasonality,With trend
M824,No seasonality,With trend
M825,No seasonality,With trend
M826,No seasonality,With trend
M827,No seasonality,With trend
M828,With seasonality,With trend
M829,With seasonality,With trend
M83,With seasonality,With trend
M830,With seasonality,With trend
M831,With seasonality,With trend
M832,With seasonality,With trend
M833,With seasonality,With trend
M834,No seasonality,With trend
M835,No seasonality,With trend
M836,No seasonality,With trend
M837,No seasonality,With trend
M838,No seasonality,With trend
M839,No seasonality,With trend
M84,With seasonality,With trend
M840,No seasonality,With trend
M841,No seasonality,With trend
M842,No seasonality,With trend
M843,No seasonality,With trend
M844,No seasonality,With trend
M845,No seasonality,With trend
M846,No seasonality,With trend
M847,No seasonality,With trend
M848,No seasonality,With trend
M849,No seasonality,With trend
M85,With seasonality,With trend
M850,No seasonality,With trend
M851,No seasonality,With trend
M852,No seasonality,With trend
M853,No seasonality,With trend
M854,No seasonality,With trend
M855,No seasonality,With trend
M856,No seasonality,With trend
M857,No seasonality,With trend
M858,No seasonality,With trend
M859,No seasonality,With trend
M86,No seasonality,With trend
M860,No seasonality,With trend
M861,No seasonality,With trend
M862,No seasonality,With trend
M863,No seasonality,With trend
M864,No seasonality,With trend
M865,No seasonality,With trend
M866,No seasonality,With trend
M867,No seasonality,With trend
M868,No seasonality,With trend
M869,No seasonality,With trend
M87,No seasonality,With trend
M870,No seasonality,With trend
M871,No seasonality,With trend
M872,No seasonality,With trend
M873,No seasonality,With trend
M874,No seasonality,With trend
M875,No seasonality,With trend
M876,No seasonality,With trend
M877,No seasonality,With trend
M878,No seasonality,With trend
M879,No seasonality,With trend
M88,With seasonality,With trend
M880,No seasonality,With trend
M881,No seasonality,With trend
M882,No seasonality,With trend
M883,No seasonality,With trend
M884,No seasonality,With trend
M885,No seasonality,With trend
M886,No seasonality,With trend
M887,No seasonality,With trend
M888,No seasonality,With trend
M889,No seasonality,No trend
M89,No seasonality,With trend
M890,No seasonality,With trend
M891,No seasonality,With trend
M892,No seasonality,With trend
M893,No seasonality,With trend
M894,No seasonality,With trend
M895,No seasonality,With trend
M896,No seasonality,With trend
M897,No seasonality,With trend
M898,With seasonality,With trend
M899,No seasonality,With trend
M9,With seasonality,No trend
M90,With seasonality,With trend
M900,No seasonality,With trend
M901,No seasonality,With trend
M902,No seasonality,With trend
M903,No seasonality,With trend
M904,No seasonality,With trend
M905,No seasonality,With trend
M906,No seasonality,With trend
M907,No seasonality,With trend
M908,No seasonality,With trend
M909,No seasonality,With trend
M91,With seasonality,With trend
M910,No seasonality,With trend
M911,No seasonality,With trend
M912,With seasonality,With trend
M913,No seasonality,With trend
M914,No seasonality,With trend
M915,No seasonality,With trend
M916,No seasonality,With trend
M917,No seasonality,With trend
M918,No seasonality,With trend
M919,No seasonality,With trend
M92,No seasonality,No trend
M920,No seasonality,With trend
M921,No seasonality,With trend
M922,No seasonality,With trend
M923,No seasonality,With trend
M924,No seasonality,With trend
M925,No seasonality,With trend
M926,With seasonality,With trend
M927,With seasonality,With trend
M928,With seasonality,With trend
M929,With seasonality,With trend
M93,With seasonality,No trend
M930,With seasonality,With trend
M931,With seasonality,With trend
M932,With seasonality,With trend
M933,With seasonality,With trend
M934,With seasonality,With trend
M935,With seasonality,With trend
M936,With seasonality,With trend
M937,With seasonality,With trend
M938,With seasonality,With trend
M939,With seasonality,With trend
M94,With seasonality,No trend
M940,With seasonality,With trend
M941,With seasonality,With trend
M942,With seasonality,With trend
M943,No seasonality,With trend
M944,With seasonality,With trend
M945,No seasonality,With trend
M946,No seasonality,With trend
M947,No seasonality,With trend
M948,No seasonality,With trend
M949,No seasonality,With trend
M95,With seasonality,No trend
M950,No seasonality,With trend
M951,No seasonality,With trend
M952,No seasonality,With trend
M953,No seasonality,With trend
M954,No seasonality,With trend
M955,No seasonality,With trend
M956,No seasonality,With trend
M957,No seasonality,With trend
M958,No seasonality,With trend
M959,No seasonality,With trend
M96,With seasonality,No trend
M960,No seasonality,With trend
M961,No seasonality,With trend
M962,No seasonality,With trend
M963,No seasonality,With trend
M964,No seasonality,With trend
M965,No seasonality,With trend
M966,No seasonality,With trend
M967,No seasonality,With trend
M968,No seasonality,With trend
M969,No seasonality,With trend
M97,With seasonality,No trend
M970,No seasonality,With trend
M971,No seasonality,With trend
M972,No seasonality,With trend
M973,No seasonality,With trend
M974,No seasonality,With trend
M975,With seasonality,With trend
M976,No seasonality,With trend
M977,No seasonality,With trend
M978,No seasonality,With trend
M979,No seasonality,With trend
M98,With seasonality,No trend
M980,No seasonality,With trend
M981,No seasonality,With trend
M982,No seasonality,With trend
M983,No seasonality,With trend
M984,No seasonality,With trend
M985,No seasonality,With trend
M986,No seasonality,With trend
M987,No seasonality,With trend
M988,No seasonality,With trend
M989,No seasonality,With trend
M99,With seasonality,No trend
M990,No seasonality,With trend
M991,No seasonality,With trend
M992,No seasonality,With trend
M993,No seasonality,With trend
M994,No seasonality,With trend
M995,No seasonality,With trend
M996,No seasonality,With trend
M997,No seasonality,With trend
M998,No seasonality,With trend
M999,No seasonality,With trend
